lp_id,lp_name,cmmt_in_vc_funds,total_cmmt_in_vc_funds,limited_partner_type,AUM,affliated_funds_num,affliated_investors_num,commitments,total_cmmt,hq_location,hq_region
1156,Grahame Chilton,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"London, United Kingdom",UnitedKingdom
1157,Gratitude Railroad,,,Direct Investment,40,1.0,1.0,1.0,1,"Park City, UT",Utah
1158,Greater Cleveland Partnership,1.0,1.0,Economic Development Agency,,1.0,1.0,1.0,1,"Cleveland, OH",Ohio
1159,Greater Rochester Health Foundation,,1.0,Foundation,271.61,1.0,1.0,1.0,26,"Rochester, NY",New York
1160,GREE (TKS: 3632),1.0,5.0,Corporation,1024.52,1.0,1.0,1.0,5,"Tokyo, Japan",Japan
1161,Green Climate Fund,,1.0,Economic Development Agency,4374.34,1.0,1.0,1.0,3,"lncheon, South Korea",SouthKorea
1162,Greenwood Nominees,1.0,1.0,Private Investment Fund,,1.0,1.0,1.0,4,"London, United Kingdom",UnitedKingdom
1163,Greg Pass,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
1164,Gregory Langdon,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Louisville, KY",Kentucky
1165,Griffith Foods,1.0,1.0,Corporation,22.6,1.0,1.0,1.0,2,"Alsip, IL",Illinois
1166,Grinnell College Endowment,1.0,3.0,Endowment,2090.75,1.0,1.0,1.0,4,"Grinnell, IA",Iowa
1167,Grinnell Mutual Reinsurance,1.0,1.0,Insurance Company,1230.32,1.0,1.0,1.0,3,"Grinnell, IA",Iowa
1168,Grishin Robotics,1.0,1.0,Direct Investment,125,1.0,1.0,1.0,1,"Menlo Park, CA",California
1169,Group One (Poland),1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Warsaw, Poland",Poland
1170,GSR,1.0,2.0,Corporation,33613.25,1.0,1.0,1.0,2,"Wanchai, Hong Kong",HongKong
1171,GSR Ventures,1.0,3.0,Direct Investment,3000,1.0,1.0,1.0,3,"Palo Alto, CA",California
1172,GV,1.0,1.0,Corporation,8000,1.0,1.0,1.0,1,"Mountain View, CA",California
1173,Hall Capital Partners (San Francisco),1.0,9.0,Wealth Management Firm,40000,1.0,1.0,1.0,18,"San Francisco, CA",California
1174,Hall Family Foundation,,26.0,Foundation,962.9,1.0,1.0,1.0,99,"Kansas City, MO",Missouri
1175,Hallett Capital,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"Wilmington, DE",Delaware
1176,Hambros (Guernsey Nominees),1.0,3.0,Corporation,,1.0,1.0,1.0,3,"Saint Peter Port, United Kingdom",UnitedKingdom
1177,Hamburger Hafen (ETR: HHFA),1.0,1.0,Corporation,3033.36,1.0,1.0,1.0,1,"Hamburg, Germany",Germany
1178,Hamilton Community Foundation,1.0,2.0,Foundation,149.95,1.0,1.0,1.0,2,"Hamilton, Canada",Canada
1179,Hampshire Pension Fund,1.0,20.0,Public Pension Fund,11923.16,1.0,1.0,1.0,98,"Winchester, United Kingdom",UnitedKingdom
1180,Hank Vigil,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Seattle, WA",Washington
1181,Hannu Turunen,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Espoo, Finland",Finland
1182,Harbor Street Ventures,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"Chicago, IL",?Illinois
1183,Harbour Investments,,,Investment Advisor,50,1.0,1.0,1.0,1,"Madison, WI",Wisconsin
1184,Harbourvest Global Private Equity (LON: HVPE),1.0,8.0,Fund of Funds,2971.8,1.0,1.0,1.0,69,"Saint Peter Port, United Kingdom",UnitedKingdom
1185,HarbourVest Horizon,1.0,6.0,Fund of funds,76000,1.0,1.0,1.0,27,"Chicago, IL",?Illinois
1186,Harmsworth Pension Scheme,1.0,2.0,Corporate Pension,,1.0,1.0,1.0,9,nan,
1187,Harold & Arlene Schnitzer Care Foundation,1.0,8.0,Foundation,39.08,1.0,1.0,1.0,13,"Portland, OR",Oregon
1188,Hartford Fire Insurance Company,,3.0,Insurance Company,18818.42,1.0,1.0,1.0,50,"Hartford, CT",Connecticut
1189,Haskell (US),1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Jacksonville, FL",Florida
1190,Haverford College Endowment,1.0,1.0,Endowment,503.44,1.0,1.0,1.0,2,"Haverford, PA",Pennsylvania
1191,Haverhill Retirement System,1.0,4.0,Public Pension Fund,192.5,1.0,1.0,1.0,15,"Haverhill, MA",Massachusetts
1192,Hawaiian Electric Industries Master Pension Trust,1.0,1.0,Corporate Pension,2000,1.0,1.0,1.0,1,"Honolulu, HI",Hawaii
1193,Headline (San Francisco),1.0,1.0,Direct Investment,2000,1.0,1.0,1.0,1,"San Francisco, CA",California
1194,Health Care Service Corporation,1.0,2.0,Insurance Company,35432.03,1.0,1.0,1.0,6,"Chicago, IL",?Illinois
1195,Heinz Family Foundation,,,Foundation,124.48,1.0,1.0,1.0,17,"Pittsburgh, PA",Pennsylvania
1196,Helis Foundation,1.0,1.0,Foundation,87.66,1.0,1.0,1.0,4,"New Orleans, LA",Louisiana
1197,Henderson Equity Partners,1.0,4.0,Fund of funds,0.29,1.0,1.0,1.0,29,"London, United Kingdom",UnitedKingdom
1198,Henkel Corporation Master Retirement Trust,1.0,1.0,Corporate Pension,1028.66,1.0,1.0,1.0,7,"Stamford, CT",Connecticut
1199,Henri de Castries,1.0,2.0,High-net-worth investor,21.64,1.0,1.0,1.0,2,"Paris, France",France
1200,Henry Luce Foundation,1.0,4.0,Foundation,924.87,1.0,1.0,1.0,17,"New York, NY",New York
1201,Henry Wolfond,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Toronto, Canada",Canada
1202,Hermes Fund Managers,1.0,3.0,Fund of Funds,,1.0,1.0,1.0,14,"London, United Kingdom",UnitedKingdom
1203,Hewitt Investment Group,1.0,1.0,Investment Advisor,,1.0,1.0,1.0,1,nan,
1204,Highmark,1.0,5.0,Insurance Company,8601.15,1.0,1.0,1.0,30,"Pittsburgh, PA",Pennsylvania
1205,Hilti,1.0,1.0,Corporation,1494.08,1.0,1.0,1.0,1,"Schaan, Liechtenstein",Liechtenstein
1206,HIML Holdings,1.0,1.0,Corporation,18.18,1.0,1.0,1.0,1,"London, United Kingdom",UnitedKingdom
1207,HIP Company,,,Corporation,,1.0,1.0,1.0,9,"Jersey, United Kingdom",UnitedKingdom
1208,Hirtle Callaghan & Co.,1.0,6.0,Money Management Firm,20000,1.0,1.0,1.0,20,"West Conshohocken, PA",Pennsylvania
1209,HNAGroup,,,Corporation,230000,1.0,1.0,1.0,1,"Haikou, China",China
1210,Hollencrest Capital Management,,,Wealth Management Firm,1777,1.0,1.0,1.0,1,"Newport Beach, CA",California
1211,Honeywell International Master Retirement Trust,,9.0,Corporate Pension,17027.65,1.0,1.0,1.0,147,"Morris Plains, NJ",New Jersey
1212,Houston Municipal Employees' Pension System,,12.0,Public Pension Fund,3853.85,1.0,1.0,1.0,215,"Houston, TX",Texas
1213,HP Tech Ventures,1.0,2.0,Direct Investment,,1.0,1.0,1.0,2,"Palo Alto, CA",California
1214,HPC Nominees,,2.0,Corporation,,1.0,1.0,1.0,6,"London, United Kingdom",UnitedKingdom
1215,HQ Capital,1.0,11.0,Fund of Funds,86000,1.0,1.0,1.0,39,"Frankfun, Germany",Germany
1216,HSBC Global Custody Nominee (UK),1.0,2.0,Corporation,,1.0,1.0,1.0,3,"London, United Kingdom",UnitedKingdom
1217,HSBC Investments,,4.0,Fund of Funds,,1.0,1.0,1.0,7,"London, United Kingdom",UnitedKingdom
1218,HTC (TAI: 2498),1.0,1.0,Corporation,112.47,1.0,1.0,1.0,1,"Taoyuan City, Taiwan",Taiwan
1219,Hunt Companies,2.0,1.0,Other limited Partner,,1.0,1.0,1.0,1,"El Paso, TX",Texas
1220,Hyundai Motor (KRX: 005380),3.0,3.0,Corporation,46181.23,1.0,1.0,1.0,4,"Seoul, South Korea",SouthKorea
1221,I. Martin Pompadur,4.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
1222,iA Financial Group (TSE: IAG),1.0,2.0,Insurance Company,32944.95,1.0,1.0,1.0,9,"Quebec City, Canada",Canada
1223,Icelandic State Pension Funds,,1.0,Public Pension Fund,8840.55,1.0,1.0,1.0,33,"Reykjavik, Iceland",Iceland
1224,ICT Holding,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Limassol, Cyprus",Cyprus
1225,IDB Invest,,1.0,Economic Development Agency,13100,1.0,1.0,1.0,8,"Washington, DC",District of Columbia
1226,IDB Lab,,11.0,Economic Development Agency,,1.0,1.0,1.0,19,"Washington, DC",District of Columbia
1227,IGS Energy,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Dublin, OH",Ohio
1228,IIFLWealth Management (BOM: 542772),1.0,3.0,Wealth Management Firm,44000,1.0,1.0,1.0,5,"Mumbai, India",India
1229,IMl Pension Fund,,,Corporate Pension,,1.0,1.0,1.0,4,"Redhill, United Kingdom",UnitedKingdom
1230,Impact Engine,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Chicago, IL",?Illinois
1231,Indemnity National Insurance,1.0,1.0,Insurance Company,219.4,1.0,1.0,1.0,2,"Franklin, TN",Tennessee
1232,Indiana State Teachers' Retirement System,,31.0,Public Pension Fund,40400,1.0,1.0,1.0,167,"Indianapolis, IN",Indiana
1233,Indiana University Foundation,1.0,7.0,Endowment,3100,1.0,1.0,1.0,11,"Bloomington, IN",Indiana
1234,Indiana/Kentucky/Ohio Regional Council of Carpenters Pension Fund,1.0,2.0,Union Pension Fund,1202.46,1.0,1.0,1.0,9,"Greenwood, IN",Indiana
1235,Indra Nooyi,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Amsterdam, Netherlands",Netherlands
1236,Industriens Pensionsforsikring,1.0,94.0,Union Pension Fund,30153.35,1.0,1.0,1.0,317,"Kebenhavn, Denmark",Denmark
1237,Infirmary Health System Pension Plan,,,Corporate Pension,116.59,1.0,1.0,1.0,7,"Mobile, AL",Alabama
1238,Infosys (NSE: It-.FY),1.0,3.0,Corporation,750,1.0,1.0,1.0,3,"Bengaluru, India",India
1239,lnfratil (NZE: IFT),1.0,1.0,Corporation,3789.8,1.0,1.0,1.0,2,"Wellington, New Zealand",NewZealand
1240,lnMotion Ventures,1.0,1.0,Direct Investment,48.29,1.0,1.0,1.0,1,"London, United Kingdom",UnitedKingdom
1241,Innovation Endeavors,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"Palo Alto, CA",California
1242,Instituto de Credito Oficial,,2.0,Banking Institution,13321.82,1.0,1.0,1.0,8,"Madrid, Spain",Spain
1243,lnstituto Nacional Del Emprendedor,1.0,1.0,Government Agency,,1.0,1.0,1.0,1,"Mexico City, Mexico",Mexico
1244,Insurance Company of the West,,,Insurance Company,3290.42,1.0,1.0,1.0,3,"San Diego, CA",California
1245,Intel Capital,1.0,1.0,Corporation,13300,1.0,1.0,1.0,1,"Santa Clara, CA",California
1246,Imentia Vinstandelsstiftelse,1.0,1.0,Other Limited Partner,,1.0,1.0,1.0,1,"Stockholm, Sweden",Sweden
1247,Imermountain Healthcare Pension Plan,1.0,13.0,Corporate Pension,2992.4,1.0,1.0,1.0,106,"Salt Lake City, UT",Utah
1248,Imernational Business Machines (NYS: IBM),1.0,3.0,Corporation,23434,1.0,1.0,1.0,3,"Armonk, NY",New York
1249,Intuitive Venture Partners,1.0,1.0,Secondary LP,,1.0,1.0,1.0,1,"White Plains, NY",New York
1250,Invermaster,1.0,1.0,Investment Advisor,,1.0,1.0,1.0,1,"Doral, FL",Florida
1251,Invest¡¤NL (Investment Company),1.0,3.0,Other limited Partner,44,1.0,1.0,1.0,4,"Amsterdam, Netherlands",Netherlands
1252,Investment Fund For Developing Countries,1.0,3.0,Economic Development Agency,657.42,1.0,1.0,1.0,32,"Copenhagen, Denmark",Denmark
1253,Ira W. Decamp Foundation,,,Foundation,86.65,1.0,1.0,1.0,9,"New York, NY",New York
1254,Irene Diamond Fund,,,Foundation,1.6,1.0,1.0,1.0,11,"New York, NY",New York
1255,Irene Pritzker,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Chicago, IL",?Illinois
1256,"Irene W, & C. B. Pennington Foundation",1.0,5.0,Foundation,164.91,1.0,1.0,1.0,10,"Baton Rouge, lA",Iowa
1257,Irish Bank Resolution Corporation,1.0,1.0,Other limited Partner,,1.0,1.0,1.0,1,"Dublin, Ireland",Ireland
1258,Iron Workers District Council of Tennessee Valley & Vicinity Pension Plan,,,Union Pension Fund,153.11,1.0,1.0,1.0,4,"Goodlettsville, TN",Tennessee
1259,Isomer Capital,1.0,17.0,Fund of Funds,0.57,1.0,1.0,1.0,17,"London, United Kingdom",UnitedKingdom
1260,Israel Discount Bank (TAE: DSCT),1.0,6.0,Banking Institution,26933.67,1.0,1.0,1.0,7,"Tel-Aviv, Israel",Israel
1261,Itochu (TKS: 8001),1.0,1.0,Corporation,31484.19,1.0,1.0,1.0,3,"Tokyo, Japan",Japan
1262,ITT Salaried Retirement Plan,,6.0,Corporate Pension,,1.0,1.0,1.0,57,"White Plains, NY",New York
1263,Ivanhoe Cambridge,1.0,2.0,Real Estate Investment Company,47731.41,1.0,1.0,1.0,9,"Montreal, Canada",Canada
1264,J.C.Penney Corporation Pension Plan,,30.0,Corporate Pension,3578.04,1.0,1.0,1.0,146,"Plano, TX",Texas
1265,J.F. Maddox Foundation,,1.0,Foundation,254.92,1.0,1.0,1.0,16,"Hobbs, NM",NewMexico
1266,J.P. Morgan Nominees Australia,1.0,1.0,Other limited Partner,,1.0,1.0,1.0,2,"Sydney, Australia",Australia
1267,J.R. Hyde Ill Family Foundation,,3.0,Foundation,241.65,1.0,1.0,1.0,13,"Memphis, TN",Tennessee
1268,J.S.Ferraro,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Toronto, Canada",Canada
1269,Jack and Anne Glenn Charitable Foundation,,2.0,Foundation,14.28,1.0,1.0,1.0,4,"Orlando, FL",Florida
1270,Jack Kennedy,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Beverly Hills, CA",California
1271,Jacobs Capital Group,1.0,2.0,Fund of Funds,125,1.0,1.0,1.0,2,"Pasadena, CA",California
1272,James Berdigans,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Wilmington, DE",Delaware
1273,James Coulter,1.0,1.0,High-net-worth investor,2600,1.0,1.0,1.0,1,"San Francisco, CA",California
1274,James Findlay,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"London, United Kingdom",UnitedKingdom
1275,Jan Buettner,1.0,1.0,High-net-worth investor,15000,1.0,1.0,1.0,1,"San Francisco, CA",California
1276,Jane Akdoruk,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Denver, CO",Colorado
1277,Jeff Fettes,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Winnipeg, Canada",Canada
1278,Jeff Kearl,1.0,1.0,High-net-worth investor,0.5,1.0,1.0,1.0,1,"San Clemente, CA",California
1279,Jefferson Insurance Company,1.0,3.0,Insurance Company,679.22,1.0,1.0,1.0,9,"Richmond, VA",Virginia
1280,Jeffrey Bezos,1.0,5.0,High-net-worth investor,200000,1.0,1.0,1.0,5,"Seattle, WA",Washington
1281,Jeffrey Lipp,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Los Angeles, CA",California
1282,Jeffrey Parkinson,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
1283,Jeffrey Wilke,1.0,1.0,High-net-worth investor,164,1.0,1.0,1.0,1,"Seattle, WA",Washington
1284,Jennifer Rubio,1.0,1.0,High-net-worth investor,130,1.0,1.0,1.0,1,"New York, NY",New York
1285,JetBlue Airways (NAS: JBLU),1.0,1.0,Corporation,2940,1.0,1.0,1.0,1,"Long Island City, NY",New York
1286,Jewish Foundation of Cincinnati,1.0,1.0,Foundation,109.19,1.0,1.0,1.0,1,"Cincinnati, OH",Ohio
1287,Jiangsu Jincai Investment,1.0,6.0,Direct Investment,,1.0,1.0,1.0,6,"Nanjing, China",China
1288,Jim Lacy,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Park City, UT",Utah
1289,Joan C. Edwards Charitable Foundation,,,Foundation,31.03,1.0,1.0,1.0,1,"Defiance, OH",Ohio
1290,Joe C. Davis Foundation,1.0,1.0,Foundation,138.94,1.0,1.0,1.0,2,"Nashville, TN",Tennessee
1291,Joe lewis,1.0,1.0,High-net-worth investor,5100,1.0,1.0,1.0,1,"Albany, Bahamas",Bahamas
1292,John Doerr,1.0,5.0,High-net-worth investor,15000,1.0,1.0,1.0,5,"Woodside, CA",California
1293,John Foraker,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"San Francisco, CA",California
1294,John P. Murphy Foundation,1.0,1.0,Foundation,54.26,1.0,1.0,1.0,8,"Cleveland, OH",Ohio
1295,John Rogers Jr.,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Chicago, IL",?Illinois
1296,Johnson &Johnson Innovation-jjDC,1.0,12.0,Corporation,772,1.0,1.0,1.0,13,"New Brunswick, NJ",New Jersey
1297,Jon Provisor,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,nan,
1298,Jona Capital,1.0,1.0,Private Investment Fund,,1.0,1.0,1.0,1,"Toronto, Canada",Canada
1299,Jonathan Kaye,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"London, United Kingdom",UnitedKingdom
1300,Joseph Lonsdale,1.0,3.0,High-net-worth investor,425,1.0,1.0,1.0,3,"Woodside, CA",California
1301,Joshua James,1.0,1.0,High-net-worth investor,0.6,1.0,1.0,1.0,1,"Provo, UT",Utah
1302,Joshua Kopelman,1.0,2.0,High-net-worth investor,,1.0,1.0,1.0,2,"Philadelphia, PA",Pennsylvania
1303,Juristernes og Okonomernes Pensionskasse,,,Union Pension Fund,,1.0,1.0,1.0,12,"Frederiksberg, Denmark",Denmark
1304,Karlin Ventures,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"Los Angeles, CA",California
1305,Kathryn Petralia,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Atlanta, GA",Georgia
1306,Kavitark Shriram,1.0,2.0,High-net-worth investor,2700,1.0,1.0,1.0,2,"Menlo Park, CA",California
1307,KBA Partners,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Garland, TX",Texas
1308,KEC Ventures,1.0,1.0,Direct Investment,98.06,1.0,1.0,1.0,1,"New York, NY",New York
1309,Keiretsu Forum,1.0,1.0,Direct Investment,,1.0,1.0,1.0,2,"San Francisco, CA",California
1310,Keith Boesky,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Los Angeles, CA",California
1311,Keith Rabois,1.0,1.0,High-net-worth investor,1000,1.0,1.0,1.0,1,"San Francisco, CA",California
1312,Kelly Loeffler,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Atlanta, GA",Georgia
1313,Ken Salkin,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Los Angeles, CA",California
1314,Kenneth Chenault,1.0,1.0,High-net-worth investor,110,1.0,1.0,1.0,1,"New York, NY",New York
1315,Kenneth Kroner,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"San Francisco, CA",California
1316,Kentucky Farm Bureau Mutual Insurance Company,,1.0,Insurance Company,3136.63,1.0,1.0,1.0,13,"Louisville, KY",Kentucky
1317,Kentucky State District Council of Carpenters Pension Trust Fund,1.0,2.0,Union Pension Fund,,1.0,1.0,1.0,6,"Louisville, KY",Kentucky
1318,Kenyon College Endowment,1.0,8.0,Endowment,421.94,1.0,1.0,1.0,10,"Gambier, OH",Ohio
1319,Kem County Employees' Retirement Association,1.0,2.0,Public Pension Fund,5600,1.0,1.0,1.0,55,"Bakersfield, CA",California
1320,Keskinainen Vakuutusyhti0 Kaleva,2.0,2.0,Insurance Company,1220.11,1.0,1.0,2.0,52,"Helsinki, Finland",Finland
1321,Keurig Dr Pepper (NAS: KDP),1.0,1.0,Corporation,288,1.0,1.0,1.0,1,"Burlington, MA",Massachusetts
1322,Keva,1.0,18.0,Public Pension Fund,73469.27,1.0,1.0,1.0,277,"Helsinki, Finland",Finland
1323,Kevin Reid,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Bethesda, MD",Maryland
1324,Kevin Rose,1.0,3.0,High-net-worth investor,30,1.0,1.0,1.0,3,"San Francisco, CA",California
1325,Kevin Wall,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Beverly Hills, CA",California
1326,Kevin Willer,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,nan,
1327,KeyBank (NYS: KEY),1.0,4.0,Banking Institution,186300,1.0,1.0,1.0,12,"Cleveland, OH",Ohio
1328,Khosla Ventures,1.0,1.0,Direct Investment,15000,1.0,1.0,1.0,1,"Menlo Park, CA",California
1329,Kimbell Art Foundation,1.0,4.0,Foundation,324.79,1.0,1.0,1.0,14,"Fort Wonh, TX",Texas
1330,Kingdom Holding Company (SAU: 4280),1.0,,Corporation,106.5,1.0,1.0,1.0,2,"Riyadh, Saudi Arabia",SaudiArabia
1331,Kirk D'Amico,,1.0,High-net-worth investor,0.25,1.0,1.0,1.0,1,"Los Angeles, CA",California
1332,Kistefos,1.0,3.0,Fund of Funds,1202.61,1.0,1.0,1.0,3,"Oslo, Norway",Norway
1333,Klingenstein Fields Wealth Advisors,1.0,1.0,Wealth Management Firm,4500,1.0,1.0,1.0,1,"New York, NY",New York
1334,KLM Foundation,1.0,,Foundation,70.27,1.0,1.0,1.0,6,"Los Angeles, CA",California
1335,Knafel Family Foundation,,2.0,Foundation,14.74,1.0,1.0,1.0,5,"New York, NY",New York
1336,Kodak Retirement Income Plan,1.0,7.0,Corporate Pension,4005.7,1.0,1.0,1.0,133,"Rochester, NY",New York
1337,Kohli Ventures,,1.0,Other limited Partner,400,1.0,1.0,1.0,1,"London, United Kingdom",UnitedKingdom
1338,Korea Development Bank,1.0,6.0,Banking Institution,432.16,1.0,1.0,1.0,19,"Seoul, South Korea",SouthKorea
1339,Korea Venture Investment,1.0,12.0,Fund of Funds,1200,1.0,1.0,1.0,14,"Seoul, South Korea",SouthKorea
1340,Kraft Heinz (NAS: KHC),1.0,1.0,Corporation,94897,1.0,1.0,1.0,1,"Chicago, IL",?Illinois
1341,Kroger Co. Foundation,1.0,1.0,Foundation,127.89,1.0,1.0,1.0,1,"Cincinnati, OH",Ohio
1342,Kunpeng Capital,1.0,8.0,Fund of Funds,6057.54,1.0,1.0,1.0,9,"Shenzhen, China",China
1343,Kyowa Kirin (TKS: 4151),1.0,3.0,Corporation,2982.84,1.0,1.0,1.0,3,"Tokyo, Japan",Japan
1344,La Fondation Lucie et Andre Chagnon,1.0,1.0,Foundation,1689.17,1.0,1.0,1.0,3,"Montreal, Canada",Canada
1345,LA84 Foundation,,5.0,Foundation,161.89,1.0,1.0,1.0,35,"Los Angeles, CA",California
1346,Lab49,1.0,1.0,Corporation,6.15,1.0,1.0,1.0,1,"New York, NY",New York
1347,Lakshmi Narayanan,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Chennai, India",India
1348,Lam Research (NAS: LRCX),1.0,1.0,Corporation,6964.16,1.0,1.0,1.0,1,"Fremont, CA",California
1349,Landmark Partners an Ares Company,,2.0,Secondary LP,22100,1.0,1.0,1.0,35,"Simsbury, CT",Connecticut
1350,Larry Levy,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
1351,Lateen & Co.,,,Corporation,,1.0,1.0,1.0,2,"Wilmington, DE",Delaware
1352,LaureneJobs,1.0,2.0,High-net-worth investor,21300,1.0,1.0,1.0,2,"Palo Alto, CA",California
1353,LDC,1.0,9.0,Direct Investment,2531.22,1.0,1.0,1.0,13,"London, United Kingdom",UnitedKingdom
1354,Lear (NYS: LEA),1.0,2.0,Corporation,13422.5,1.0,1.0,1.0,2,"Southfield, MI",Michigan
1355,Legal & General Capital,1.0,2.0,Money Management Firm,1629562.72,1.0,1.0,1.0,4,"London, United Kingdom",UnitedKingdom
1356,Leo Del lotto,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Toronto, Canada",Canada
1357,Leonardo DiCaprio,1.0,4.0,High-net-worth investor,260,1.0,1.0,1.0,4,"Los Angeles, CA",California
1358,Leonetti/ O'Connell Family Foundation,1.0,2.0,Foundation,72.08,1.0,1.0,1.0,24,"Los Angeles, CA",California
1359,Lerisson Nominees,1.0,1.0,Wealth Management Firm,,1.0,1.0,1.0,3,"Saint Helier, United Kingdom",UnitedKingdom
1360,Les Schwab Profit Sharing Retirement Plan,1.0,4.0,Corporate Pension,733.72,1.0,1.0,1.0,39,"Bend, OR",Oregon
1361,Lexi Reese,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,,"San Francisco, CA",California
1362,Lexington Insurance,1.0,4.0,Insurance Company,18080.06,1.0,1.0,1.0,54,"Boston, MA",Massachusetts
1363,Lexington Partners,1.0,27.0,Secondary LP,57000,1.0,1.0,1.0,122,"New York, NY",New York
1364,LG Chem (KRX: 051910),1.0,3.0,Corporation,3679.06,1.0,1.0,1.0,3,"Seoul, South Korea",SouthKorea
1365,LG Electronics (KRX: 066570),1.0,2.0,Corporation,9275.29,1.0,1.0,1.0,2,"Seoul, South Korea",SouthKorea
1366,LGT Capital Invest (Ireland),1.0,3.0,Private Investment Fund,196.42,1.0,1.0,1.0,10,"Dublin, Ireland",Ireland
1367,LHV Group (TAL: LHV1T),1.0,4.0,Banking Institution,365.29,1.0,1.0,1.0,9,"Tallinn, Estonia",Estonia
1368,Li fan,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Fremont, CA",California
1369,Lincoln National life Insurance Company,,5.0,Insurance Company,103201.43,1.0,1.0,1.0,129,"Fort Wayne,IN",Indiana
1370,Liquor & Allied Workers Local No. 3 Pension Fund Salesmen Division,,,Union Pension Fund,81.4,1.0,1.0,1.0,4,"River forest, IL",Illinois
1371,Loblaw Companies (TSE: L),1.0,1.0,Other Limited Partner,1076.33,1.0,1.0,1.0,1,"Brampton, Canada",Canada
1372,Local 338 Retirement Fund,,,Union Pension Fund,583.61,1.0,1.0,1.0,9,"Mineola, NY",New York
1373,Local Initiatives Support Corporation,1.0,2.0,Foundation,349.63,1.0,1.0,1.0,2,"New York, NY",New York
1374,LocalGlobe,1.0,1.0,Direct Investment,1314.16,1.0,1.0,1.0,1,"London, United Kingdom",UnitedKingdom
1375,LocalTapiola General Mutual Insurance Company,1.0,6.0,Insurance Company,2617.45,1.0,1.0,1.0,145,"Espoo, Finland",Finland
1376,LocalTapiola Mutual Life Assurance Company,1.0,10.0,Insurance Company,3284.12,1.0,1.0,1.0,55,"Espoo, Finland",Finland
1377,Logitech (SWX: LOGN),1.0,2.0,Corporation,4142.38,1.0,1.0,1.0,2,"Lausanne, Switzerland",Switzerland
